Customer ID,Name,Age,Gender,Location,Transaction History,Online Behavior,Interests,Values,Lifestyle,Target
CUS0524,Customer 524,68,Male,Perth,10880.32,Active,Fashion,Innovation,Single,High Networth Individuals
CUS0525,Customer 525,74,Non-binary,Adelaide,45530.32,Active,Music,Customer Service,Business Owner,Small business
CUS0526,Customer 526,44,Male,Brisbane,28336.77,Passive,Fashion,Security,Student,High Networth Individuals
CUS0527,Customer 527,20,Female,Perth,17962.69,Active,Finance,Customer Service,Business Owner,High Networth Individuals
CUS0528,Customer 528,48,Non-binary,Perth,43821.17,Passive,Music,Convenience,Business Owner,High Networth Individuals
CUS0529,Customer 529,57,Female,Sydney,40376.73,Active,Finance,Security,Student,High Networth Individuals
CUS0530,Customer 530,39,Female,Melbourne,9137.66,Active,Fashion,Customer Service,Student,Frequent traveller
CUS0531,Customer 531,21,Non-binary,Melbourne,30579.04,Active,Fashion,Convenience,Family-Oriented,Young clients
CUS0532,Customer 532,20,Female,Perth,3724.07,Active,Fashion,Security,Single,Students
CUS0533,Customer 533,31,Female,Brisbane,26769.39,Active,Sports,Security,Family-Oriented,High Networth Individuals
CUS0534,Customer 534,58,Female,Adelaide,32061.91,Active,Sports,Customer Service,Student,High Networth Individuals
CUS0535,Customer 535,65,Male,Adelaide,19542.53,Passive,Tech,Innovation,Student,High Networth Individuals
CUS0536,Customer 536,40,Non-binary,Brisbane,11739.69,Passive,Finance,Convenience,Family-Oriented,High Networth Individuals
CUS0537,Customer 537,77,Male,Sydney,27015.99,Passive,Music,Convenience,Single,High Networth Individuals
CUS0538,Customer 538,80,Male,Adelaide,46537.11,Active,Tech,Customer Service,Student,High Networth Individuals
CUS0539,Customer 539,23,Non-binary,Sydney,19358.32,Passive,Fashion,Innovation,Business Owner,Small business
CUS0540,Customer 540,80,Female,Adelaide,13123.27,Active,Travel,Convenience,Single,Frequent traveller
CUS0541,Customer 541,18,Female,Sydney,11117.49,Active,Tech,Innovation,Family-Oriented,Young clients
CUS0542,Customer 542,54,Non-binary,Sydney,27566.66,Passive,Tech,Innovation,Family-Oriented,High Networth Individuals
CUS0543,Customer 543,64,Male,Melbourne,17333.08,Passive,Fashion,Low Fees,Retired,High Networth Individuals
CUS0544,Customer 544,79,Female,Perth,42731.64,Passive,Travel,Innovation,Family-Oriented,High Networth Individuals
CUS0545,Customer 545,24,Female,Hobart,45927.21,Passive,Sports,Low Fees,Business Owner,Small business
CUS0546,Customer 546,73,Female,Hobart,32992.84,Active,Music,Customer Service,Student,High Networth Individuals
CUS0547,Customer 547,69,Male,Sydney,32917.04,Active,Fashion,Innovation,Single,High Networth Individuals
CUS0548,Customer 548,20,Non-binary,Hobart,12672.84,Active,Music,Security,Family-Oriented,Young clients
CUS0549,Customer 549,60,Non-binary,Perth,43181.08,Active,Tech,Low Fees,Single,High Networth Individuals
CUS0550,Customer 550,25,Female,Sydney,32243.25,Passive,Music,Convenience,Student,Small business
CUS0551,Customer 551,80,Female,Brisbane,2963.86,Active,Fashion,Convenience,Student,Family
CUS0552,Customer 552,42,Male,Perth,33357.79,Passive,Tech,Convenience,Business Owner,High Networth Individuals
CUS0553,Customer 553,72,Male,Sydney,7888.35,Active,Sports,Security,Family-Oriented,High Networth Individuals
CUS0554,Customer 554,18,Non-binary,Perth,29142.27,Active,Travel,Security,Student,Students
CUS0555,Customer 555,49,Non-binary,Brisbane,11373.84,Passive,Sports,Customer Service,Student,Young clients
CUS0556,Customer 556,76,Female,Sydney,17667.28,Active,Music,Innovation,Business Owner,Family
CUS0557,Customer 557,47,Non-binary,Adelaide,47549.78,Passive,Travel,Innovation,Business Owner,Small business
CUS0558,Customer 558,50,Male,Sydney,1407.27,Passive,Travel,Convenience,Family-Oriented,Small business
CUS0559,Customer 559,47,Female,Perth,3094.21,Active,Travel,Security,Family-Oriented,Frequent traveller
CUS0560,Customer 560,51,Non-binary,Hobart,49332.29,Passive,Travel,Innovation,Retired,High Networth Individuals
CUS0561,Customer 561,56,Non-binary,Brisbane,48951.89,Active,Travel,Innovation,Business Owner,Single
CUS0562,Customer 562,49,Non-binary,Perth,10950.73,Passive,Fashion,Innovation,Retired,Young clients
CUS0563,Customer 563,54,Male,Adelaide,7349.88,Active,Travel,Security,Family-Oriented,Small business
CUS0564,Customer 564,55,Non-binary,Perth,45498.35,Passive,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0565,Customer 565,64,Non-binary,Adelaide,36934.69,Active,Fashion,Customer Service,Single,High Networth Individuals
CUS0566,Customer 566,18,Non-binary,Melbourne,43495.84,Active,Travel,Customer Service,Student,Students
CUS0567,Customer 567,69,Male,Adelaide,2032.7,Active,Finance,Low Fees,Business Owner,Small business
CUS0568,Customer 568,66,Non-binary,Brisbane,24044.62,Active,Tech,Convenience,Family-Oriented,High Networth Individuals
CUS0569,Customer 569,20,Male,Hobart,47636.15,Passive,Finance,Convenience,Family-Oriented,Frequent traveller
CUS0570,Customer 570,65,Male,Melbourne,27477.8,Active,Fashion,Convenience,Retired,High Networth Individuals
CUS0571,Customer 571,72,Male,Hobart,2365.63,Passive,Sports,Customer Service,Retired,Small business
CUS0572,Customer 572,51,Female,Perth,27799.32,Active,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0573,Customer 573,56,Non-binary,Perth,39306.46,Active,Finance,Security,Retired,High Networth Individuals
CUS0574,Customer 574,63,Female,Sydney,9040.6,Passive,Music,Innovation,Family-Oriented,High Networth Individuals
CUS0575,Customer 575,73,Female,Melbourne,36849,Active,Travel,Security,Retired,High Networth Individuals
CUS0576,Customer 576,80,Non-binary,Melbourne,22380.25,Active,Fashion,Low Fees,Family-Oriented,High Networth Individuals
CUS0577,Customer 577,65,Non-binary,Brisbane,15609.63,Active,Finance,Innovation,Student,High Networth Individuals
CUS0578,Customer 578,43,Female,Sydney,14684.44,Passive,Finance,Low Fees,Business Owner,Family
CUS0579,Customer 579,27,Male,Sydney,17938.82,Passive,Travel,Security,Student,High Networth Individuals
CUS0580,Customer 580,31,Non-binary,Melbourne,22997.73,Passive,Sports,Security,Single,Single
CUS0581,Customer 581,48,Non-binary,Melbourne,34033.07,Active,Finance,Customer Service,Retired,High Networth Individuals
CUS0582,Customer 582,54,Female,Adelaide,34643.49,Active,Tech,Low Fees,Retired,High Networth Individuals
CUS0583,Customer 583,35,Female,Brisbane,6097.05,Passive,Finance,Innovation,Single,Single
CUS0584,Customer 584,76,Male,Brisbane,24337.77,Active,Fashion,Innovation,Family-Oriented,High Networth Individuals
CUS0585,Customer 585,19,Female,Hobart,27242.59,Active,Travel,Security,Student,Students
CUS0586,Customer 586,54,Male,Sydney,3071.61,Active,Finance,Innovation,Student,Tech savvy customer
CUS0587,Customer 587,32,Non-binary,Hobart,9543.05,Passive,Music,Customer Service,Single,Tech savvy customer
CUS0588,Customer 588,73,Non-binary,Adelaide,12977.47,Passive,Tech,Customer Service,Family-Oriented,High Networth Individuals
CUS0589,Customer 589,52,Non-binary,Melbourne,23781.97,Passive,Tech,Customer Service,Retired,High Networth Individuals
CUS0590,Customer 590,30,Female,Sydney,39201.65,Passive,Fashion,Innovation,Student,High Networth Individuals
CUS0591,Customer 591,58,Male,Adelaide,12118.21,Active,Finance,Low Fees,Family-Oriented,Frequent traveller
CUS0592,Customer 592,72,Non-binary,Brisbane,37797.11,Passive,Fashion,Low Fees,Family-Oriented,High Networth Individuals
CUS0593,Customer 593,27,Female,Adelaide,29011.47,Active,Sports,Innovation,Retired,High Networth Individuals
CUS0594,Customer 594,23,Non-binary,Perth,33855.19,Passive,Travel,Innovation,Single,Single
CUS0595,Customer 595,76,Female,Perth,3263.27,Active,Music,Innovation,Single,Small business
CUS0596,Customer 596,56,Non-binary,Brisbane,34761.5,Active,Music,Low Fees,Business Owner,Small business
CUS0597,Customer 597,78,Female,Adelaide,6172.12,Active,Travel,Innovation,Student,Frequent traveller
CUS0598,Customer 598,63,Non-binary,Perth,13478.29,Active,Tech,Convenience,Business Owner,Small business
CUS0599,Customer 599,47,Male,Adelaide,9155.6,Passive,Sports,Security,Family-Oriented,High Networth Individuals
CUS0600,Customer 600,60,Female,Adelaide,35970.09,Active,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0601,Customer 601,18,Male,Adelaide,48124.75,Active,Fashion,Innovation,Business Owner,High Networth Individuals
CUS0602,Customer 602,71,Female,Perth,16931.33,Passive,Sports,Convenience,Family-Oriented,High Networth Individuals
CUS0603,Customer 603,36,Non-binary,Perth,17698.43,Passive,Music,Security,Business Owner,Single
CUS0604,Customer 604,22,Male,Sydney,9348.09,Active,Tech,Security,Business Owner,Small business
CUS0605,Customer 605,23,Non-binary,Sydney,37407.5,Passive,Music,Low Fees,Family-Oriented,Young clients
CUS0606,Customer 606,36,Female,Sydney,5687.4,Active,Tech,Low Fees,Student,Tech savvy customer
CUS0607,Customer 607,69,Non-binary,Brisbane,32324.13,Active,Tech,Low Fees,Family-Oriented,High Networth Individuals
CUS0608,Customer 608,30,Male,Hobart,37285.45,Passive,Sports,Security,Retired,High Networth Individuals
CUS0609,Customer 609,63,Male,Perth,17129.09,Passive,Music,Low Fees,Student,High Networth Individuals
CUS0610,Customer 610,56,Male,Sydney,8623.37,Active,Travel,Innovation,Retired,Young clients
CUS0611,Customer 611,71,Female,Sydney,13591.44,Passive,Travel,Security,Family-Oriented,High Networth Individuals
CUS0612,Customer 612,50,Male,Adelaide,41046.46,Passive,Travel,Low Fees,Business Owner,Frequent traveller
CUS0613,Customer 613,61,Female,Hobart,7626.81,Active,Fashion,Customer Service,Retired,Young clients
CUS0614,Customer 614,42,Male,Perth,21260.88,Passive,Tech,Low Fees,Student,High Networth Individuals
CUS0615,Customer 615,52,Non-binary,Sydney,48709.78,Active,Music,Security,Retired,High Networth Individuals
CUS0616,Customer 616,61,Male,Melbourne,43433.96,Passive,Travel,Security,Retired,High Networth Individuals
CUS0617,Customer 617,76,Female,Adelaide,30569.79,Active,Travel,Convenience,Business Owner,Family
CUS0618,Customer 618,38,Female,Brisbane,24484.38,Passive,Tech,Innovation,Family-Oriented,High Networth Individuals
CUS0619,Customer 619,74,Female,Hobart,48754.88,Active,Sports,Innovation,Business Owner,Family
CUS0620,Customer 620,21,Male,Brisbane,25176.65,Passive,Finance,Security,Single,Small business
CUS0621,Customer 621,34,Female,Perth,35742.56,Active,Tech,Security,Student,High Networth Individuals
CUS0622,Customer 622,75,Male,Sydney,33842.64,Active,Sports,Convenience,Student,High Networth Individuals
CUS0623,Customer 623,77,Non-binary,Hobart,3304.98,Passive,Fashion,Security,Single,Single
CUS0624,Customer 624,24,Non-binary,Brisbane,37291.71,Passive,Travel,Customer Service,Student,Small business
CUS0625,Customer 625,65,Female,Adelaide,22948.38,Active,Fashion,Innovation,Business Owner,Family
CUS0626,Customer 626,62,Male,Brisbane,19031.12,Active,Music,Convenience,Family-Oriented,High Networth Individuals
CUS0627,Customer 627,39,Male,Adelaide,37695.76,Active,Fashion,Security,Business Owner,High Networth Individuals
CUS0628,Customer 628,66,Female,Brisbane,38988.88,Active,Sports,Convenience,Student,High Networth Individuals
CUS0629,Customer 629,63,Non-binary,Melbourne,8608.78,Passive,Sports,Convenience,Family-Oriented,High Networth Individuals
CUS0630,Customer 630,50,Female,Adelaide,25130.15,Active,Music,Security,Single,High Networth Individuals
CUS0631,Customer 631,42,Male,Melbourne,43505.4,Active,Music,Convenience,Single,High Networth Individuals
CUS0632,Customer 632,61,Non-binary,Perth,16757.09,Passive,Music,Low Fees,Student,High Networth Individuals
CUS0633,Customer 633,47,Female,Adelaide,35545.9,Passive,Travel,Customer Service,Single,High Networth Individuals
CUS0634,Customer 634,24,Non-binary,Hobart,42745.81,Active,Music,Innovation,Single,Small business
CUS0635,Customer 635,68,Non-binary,Brisbane,8524.26,Active,Fashion,Security,Business Owner,Tech savvy customer
CUS0636,Customer 636,62,Female,Melbourne,49677.44,Active,Travel,Customer Service,Business Owner,Family
CUS0637,Customer 637,54,Female,Sydney,24944.15,Active,Travel,Innovation,Family-Oriented,High Networth Individuals
CUS0638,Customer 638,67,Female,Adelaide,1942.71,Active,Finance,Innovation,Retired,Family
CUS0639,Customer 639,41,Male,Brisbane,41447.31,Active,Fashion,Convenience,Student,High Networth Individuals
CUS0640,Customer 640,70,Female,Brisbane,12324.93,Active,Fashion,Low Fees,Student,High Networth Individuals
CUS0641,Customer 641,46,Non-binary,Hobart,37002.87,Active,Music,Low Fees,Student,High Networth Individuals
CUS0642,Customer 642,76,Non-binary,Hobart,33625.2,Passive,Travel,Low Fees,Single,High Networth Individuals
CUS0643,Customer 643,19,Male,Melbourne,34541.35,Active,Finance,Innovation,Student,Students
CUS0644,Customer 644,28,Female,Sydney,31468.26,Passive,Travel,Low Fees,Retired,High Networth Individuals
CUS0645,Customer 645,65,Non-binary,Brisbane,43047.92,Active,Music,Customer Service,Student,High Networth Individuals
CUS0646,Customer 646,74,Female,Sydney,47177.8,Active,Tech,Convenience,Student,High Networth Individuals
CUS0647,Customer 647,68,Male,Adelaide,44322.24,Active,Tech,Convenience,Family-Oriented,High Networth Individuals
CUS0648,Customer 648,20,Male,Brisbane,17471.74,Passive,Sports,Low Fees,Single,Tech savvy customer
CUS0649,Customer 649,55,Male,Sydney,28420.14,Active,Travel,Customer Service,Family-Oriented,High Networth Individuals
CUS0650,Customer 650,57,Female,Brisbane,26566.73,Active,Sports,Innovation,Student,High Networth Individuals
CUS0651,Customer 651,80,Non-binary,Brisbane,34854.03,Active,Travel,Innovation,Business Owner,High Networth Individuals
CUS0652,Customer 652,76,Female,Adelaide,49193.97,Active,Travel,Security,Business Owner,Small business
CUS0653,Customer 653,60,Non-binary,Melbourne,29734.88,Passive,Tech,Security,Student,High Networth Individuals
CUS0654,Customer 654,27,Female,Perth,29538.79,Passive,Tech,Customer Service,Family-Oriented,High Networth Individuals
CUS0655,Customer 655,20,Male,Melbourne,40665.67,Active,Fashion,Convenience,Single,Single
CUS0656,Customer 656,33,Non-binary,Melbourne,23714.13,Active,Sports,Customer Service,Business Owner,Small business
CUS0657,Customer 657,40,Male,Adelaide,6487.2,Active,Finance,Customer Service,Retired,Tech savvy customer
CUS0658,Customer 658,57,Male,Adelaide,29226.39,Active,Tech,Security,Student,High Networth Individuals
CUS0659,Customer 659,20,Male,Brisbane,48047.28,Passive,Sports,Innovation,Business Owner,Family
CUS0660,Customer 660,33,Female,Hobart,47460.04,Active,Travel,Low Fees,Business Owner,High Networth Individuals
CUS0661,Customer 661,38,Female,Brisbane,46775.73,Passive,Fashion,Low Fees,Single,Single
CUS0662,Customer 662,69,Non-binary,Perth,32486.31,Passive,Music,Innovation,Single,High Networth Individuals
CUS0663,Customer 663,34,Female,Adelaide,19983.88,Passive,Sports,Innovation,Single,Single
CUS0664,Customer 664,20,Male,Brisbane,38604.64,Active,Music,Convenience,Single,Students
CUS0665,Customer 665,55,Female,Sydney,2228.36,Passive,Music,Innovation,Business Owner,Tech savvy customer
CUS0666,Customer 666,75,Male,Perth,2299.8,Active,Tech,Innovation,Student,High Networth Individuals
CUS0667,Customer 667,47,Female,Hobart,10106.81,Passive,Travel,Security,Single,Family
CUS0668,Customer 668,34,Non-binary,Perth,47563.8,Passive,Tech,Low Fees,Business Owner,Tech savvy customer
CUS0669,Customer 669,34,Non-binary,Adelaide,10853.68,Active,Sports,Security,Single,High Networth Individuals
CUS0670,Customer 670,62,Male,Hobart,22877.45,Active,Music,Low Fees,Single,High Networth Individuals
CUS0671,Customer 671,78,Non-binary,Sydney,30887.14,Passive,Travel,Low Fees,Student,High Networth Individuals
CUS0672,Customer 672,30,Female,Hobart,41191.45,Passive,Finance,Security,Business Owner,High Networth Individuals
CUS0673,Customer 673,29,Male,Sydney,6942.34,Active,Finance,Innovation,Family-Oriented,Tech savvy customer
CUS0674,Customer 674,36,Male,Hobart,39510.18,Passive,Sports,Security,Family-Oriented,High Networth Individuals
CUS0675,Customer 675,39,Female,Hobart,4357.15,Active,Tech,Innovation,Single,Small business
CUS0676,Customer 676,78,Non-binary,Hobart,39465.31,Passive,Fashion,Customer Service,Retired,High Networth Individuals
CUS0677,Customer 677,25,Female,Sydney,47191.14,Active,Sports,Convenience,Single,Young clients
CUS0678,Customer 678,47,Non-binary,Melbourne,29873.45,Passive,Sports,Innovation,Retired,High Networth Individuals
CUS0679,Customer 679,70,Male,Sydney,13727.08,Passive,Fashion,Customer Service,Single,Young clients
CUS0680,Customer 680,55,Female,Brisbane,23716.83,Passive,Music,Security,Student,High Networth Individuals
CUS0681,Customer 681,49,Non-binary,Adelaide,39996.97,Passive,Travel,Customer Service,Single,High Networth Individuals
CUS0682,Customer 682,66,Non-binary,Sydney,6947.51,Active,Fashion,Innovation,Retired,Frequent traveller
CUS0683,Customer 683,22,Non-binary,Melbourne,46098.13,Active,Fashion,Low Fees,Student,High Networth Individuals
CUS0684,Customer 684,73,Non-binary,Hobart,40334.73,Passive,Travel,Security,Business Owner,Single
CUS0685,Customer 685,45,Female,Perth,22830.43,Active,Finance,Low Fees,Single,High Networth Individuals
CUS0686,Customer 686,28,Non-binary,Perth,43170.57,Active,Finance,Low Fees,Business Owner,High Networth Individuals
CUS0687,Customer 687,35,Non-binary,Perth,38933.38,Active,Fashion,Convenience,Single,Single
CUS0688,Customer 688,60,Male,Hobart,7245.85,Active,Travel,Innovation,Retired,High Networth Individuals
CUS0689,Customer 689,42,Male,Brisbane,15849.19,Passive,Tech,Customer Service,Student,High Networth Individuals
CUS0690,Customer 690,50,Male,Perth,1233.87,Active,Tech,Customer Service,Student,Family
CUS0691,Customer 691,36,Male,Melbourne,28899.3,Active,Tech,Security,Single,Single
CUS0692,Customer 692,42,Female,Hobart,5765.4,Active,Travel,Security,Business Owner,Family
CUS0693,Customer 693,31,Female,Brisbane,35421.6,Active,Sports,Innovation,Single,Single
CUS0694,Customer 694,42,Non-binary,Brisbane,26675.23,Passive,Finance,Convenience,Family-Oriented,High Networth Individuals
CUS0695,Customer 695,56,Female,Sydney,4230.99,Passive,Music,Security,Family-Oriented,Tech savvy customer
CUS0696,Customer 696,66,Non-binary,Melbourne,42659.27,Passive,Travel,Security,Single,High Networth Individuals
CUS0697,Customer 697,25,Male,Adelaide,7343.1,Passive,Tech,Innovation,Business Owner,Tech savvy customer
CUS0698,Customer 698,45,Female,Brisbane,44434.17,Passive,Tech,Innovation,Business Owner,High Networth Individuals
CUS0699,Customer 699,34,Male,Perth,8475.07,Passive,Music,Innovation,Family-Oriented,Family
CUS0700,Customer 700,74,Male,Brisbane,43394.87,Passive,Finance,Convenience,Student,High Networth Individuals
CUS0701,Customer 701,27,Non-binary,Sydney,28000.44,Active,Music,Security,Single,Single
CUS0702,Customer 702,23,Non-binary,Sydney,8868.29,Active,Tech,Customer Service,Single,Young clients
CUS0703,Customer 703,52,Male,Perth,31493.18,Active,Tech,Innovation,Family-Oriented,High Networth Individuals
CUS0704,Customer 704,34,Non-binary,Hobart,39572.36,Passive,Music,Convenience,Student,High Networth Individuals
CUS0705,Customer 705,77,Non-binary,Sydney,37188.94,Active,Sports,Convenience,Retired,High Networth Individuals
CUS0706,Customer 706,50,Male,Adelaide,18197.01,Active,Sports,Convenience,Student,High Networth Individuals
CUS0707,Customer 707,30,Female,Perth,13253.89,Passive,Travel,Security,Single,Single
CUS0708,Customer 708,30,Male,Hobart,23478.09,Passive,Sports,Security,Business Owner,Small business
CUS0709,Customer 709,41,Male,Sydney,18240.62,Passive,Sports,Security,Business Owner,Family
CUS0710,Customer 710,30,Non-binary,Hobart,27390.94,Passive,Music,Security,Student,High Networth Individuals
CUS0711,Customer 711,43,Non-binary,Sydney,16809.11,Passive,Fashion,Convenience,Retired,High Networth Individuals
CUS0712,Customer 712,29,Female,Sydney,19948.79,Passive,Tech,Security,Family-Oriented,High Networth Individuals
CUS0713,Customer 713,31,Female,Adelaide,40975.63,Active,Music,Low Fees,Student,High Networth Individuals
CUS0714,Customer 714,38,Non-binary,Brisbane,2950.6,Passive,Fashion,Innovation,Retired,Young clients
CUS0715,Customer 715,61,Female,Adelaide,31847.25,Passive,Finance,Low Fees,Family-Oriented,High Networth Individuals
CUS0716,Customer 716,24,Female,Hobart,42754.27,Active,Sports,Low Fees,Single,Family
CUS0717,Customer 717,62,Male,Perth,8657.05,Active,Sports,Low Fees,Retired,Tech savvy customer
CUS0718,Customer 718,54,Female,Adelaide,22697.4,Active,Finance,Convenience,Business Owner,Young clients
CUS0719,Customer 719,61,Female,Melbourne,12951.19,Active,Finance,Low Fees,Business Owner,Young clients
CUS0720,Customer 720,60,Non-binary,Melbourne,40354.97,Active,Sports,Customer Service,Single,High Networth Individuals
CUS0721,Customer 721,65,Female,Brisbane,14451.73,Passive,Finance,Convenience,Business Owner,Family
CUS0722,Customer 722,45,Non-binary,Perth,39093.47,Active,Fashion,Convenience,Student,High Networth Individuals
CUS0723,Customer 723,62,Male,Hobart,22177.27,Passive,Sports,Innovation,Family-Oriented,High Networth Individuals
CUS0724,Customer 724,63,Male,Sydney,2794.82,Passive,Travel,Low Fees,Business Owner,Small business
CUS0725,Customer 725,78,Non-binary,Sydney,5256.08,Passive,Tech,Innovation,Business Owner,Single
CUS0726,Customer 726,62,Female,Brisbane,35098.19,Passive,Finance,Security,Family-Oriented,High Networth Individuals
CUS0727,Customer 727,42,Non-binary,Perth,23780.24,Passive,Finance,Customer Service,Family-Oriented,High Networth Individuals
CUS0728,Customer 728,20,Female,Sydney,23493.64,Active,Tech,Customer Service,Student,Students
CUS0729,Customer 729,55,Male,Brisbane,7371.76,Passive,Travel,Convenience,Student,Frequent traveller
CUS0730,Customer 730,29,Male,Sydney,29111.83,Passive,Music,Security,Single,Single
CUS0731,Customer 731,64,Female,Melbourne,7486.23,Passive,Travel,Convenience,Business Owner,Tech savvy customer
CUS0732,Customer 732,42,Male,Sydney,45050.45,Passive,Music,Customer Service,Single,High Networth Individuals
CUS0733,Customer 733,65,Male,Melbourne,19425.49,Active,Fashion,Security,Family-Oriented,High Networth Individuals
CUS0734,Customer 734,21,Non-binary,Perth,7595.62,Passive,Music,Customer Service,Single,Students
CUS0735,Customer 735,64,Female,Sydney,27787.73,Active,Travel,Customer Service,Student,High Networth Individuals
CUS0736,Customer 736,54,Male,Perth,48501.86,Active,Finance,Customer Service,Single,High Networth Individuals
CUS0737,Customer 737,55,Male,Sydney,28885.92,Passive,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0738,Customer 738,80,Female,Melbourne,10961.88,Passive,Fashion,Customer Service,Business Owner,Family
CUS0739,Customer 739,49,Non-binary,Hobart,40795.26,Passive,Travel,Customer Service,Business Owner,High Networth Individuals
CUS0740,Customer 740,79,Male,Perth,43331.2,Active,Sports,Innovation,Retired,High Networth Individuals
CUS0741,Customer 741,77,Female,Perth,13343.92,Passive,Finance,Low Fees,Family-Oriented,Frequent traveller
CUS0742,Customer 742,45,Non-binary,Hobart,42053.27,Active,Finance,Security,Business Owner,High Networth Individuals
CUS0743,Customer 743,37,Non-binary,Adelaide,14617.87,Passive,Tech,Customer Service,Single,High Networth Individuals
CUS0744,Customer 744,77,Male,Perth,8824.5,Active,Travel,Convenience,Family-Oriented,Tech savvy customer
CUS0745,Customer 745,56,Male,Adelaide,22448.42,Active,Travel,Customer Service,Business Owner,Small business
CUS0746,Customer 746,67,Non-binary,Sydney,48268.18,Active,Finance,Low Fees,Student,High Networth Individuals
CUS0747,Customer 747,28,Female,Perth,4718.93,Active,Sports,Convenience,Business Owner,Small business
CUS0748,Customer 748,56,Non-binary,Perth,47011.09,Passive,Tech,Security,Family-Oriented,High Networth Individuals
CUS0749,Customer 749,37,Female,Brisbane,16997.8,Passive,Tech,Security,Business Owner,Tech savvy customer
CUS0750,Customer 750,43,Non-binary,Adelaide,2563.11,Passive,Sports,Low Fees,Family-Oriented,Frequent traveller
CUS0751,Customer 751,72,Non-binary,Sydney,30516.51,Active,Sports,Innovation,Family-Oriented,High Networth Individuals
CUS0752,Customer 752,66,Female,Perth,23831.76,Active,Finance,Convenience,Single,High Networth Individuals
CUS0753,Customer 753,78,Female,Adelaide,49531.49,Active,Sports,Low Fees,Retired,High Networth Individuals
CUS0754,Customer 754,32,Female,Perth,12852.11,Active,Music,Customer Service,Student,Small business
CUS0755,Customer 755,44,Female,Adelaide,41931.03,Passive,Fashion,Security,Single,High Networth Individuals
CUS0756,Customer 756,45,Non-binary,Perth,19295.08,Active,Travel,Innovation,Student,High Networth Individuals
CUS0757,Customer 757,30,Female,Hobart,33204.31,Active,Tech,Innovation,Business Owner,Family
CUS0758,Customer 758,74,Male,Adelaide,25702.69,Active,Travel,Convenience,Single,High Networth Individuals
CUS0759,Customer 759,59,Male,Sydney,30442.86,Active,Sports,Customer Service,Business Owner,Small business
CUS0760,Customer 760,48,Female,Brisbane,6442.08,Passive,Tech,Convenience,Family-Oriented,Frequent traveller
CUS0761,Customer 761,51,Non-binary,Sydney,18780.74,Active,Sports,Convenience,Family-Oriented,High Networth Individuals
CUS0762,Customer 762,19,Non-binary,Melbourne,39414.31,Active,Finance,Innovation,Student,Students
CUS0763,Customer 763,22,Female,Hobart,4064.34,Passive,Travel,Innovation,Single,Single
CUS0764,Customer 764,62,Male,Hobart,22435.18,Active,Tech,Innovation,Retired,High Networth Individuals
CUS0765,Customer 765,55,Non-binary,Sydney,17036.31,Passive,Music,Convenience,Retired,High Networth Individuals
CUS0766,Customer 766,59,Female,Perth,15487.1,Passive,Finance,Innovation,Retired,High Networth Individuals
CUS0767,Customer 767,49,Non-binary,Brisbane,9747.69,Active,Music,Security,Single,Single
CUS0768,Customer 768,52,Female,Perth,3941,Active,Fashion,Convenience,Single,Young clients
CUS0769,Customer 769,43,Non-binary,Melbourne,49288.48,Passive,Music,Convenience,Business Owner,Small business
CUS0770,Customer 770,59,Non-binary,Brisbane,22670.38,Passive,Fashion,Low Fees,Student,High Networth Individuals
CUS0771,Customer 771,70,Male,Sydney,18055.56,Passive,Tech,Innovation,Business Owner,Small business
CUS0772,Customer 772,26,Female,Brisbane,7344.88,Passive,Music,Customer Service,Single,Small business
CUS0773,Customer 773,40,Non-binary,Brisbane,41319.75,Active,Fashion,Customer Service,Family-Oriented,High Networth Individuals
CUS0774,Customer 774,30,Male,Sydney,40057.29,Active,Music,Customer Service,Business Owner,Family
CUS0775,Customer 775,21,Female,Melbourne,19827.33,Active,Tech,Security,Student,Students
CUS0776,Customer 776,61,Non-binary,Sydney,49208.71,Passive,Sports,Security,Retired,High Networth Individuals
CUS0777,Customer 777,44,Non-binary,Adelaide,49584.54,Active,Tech,Innovation,Business Owner,High Networth Individuals
CUS0778,Customer 778,30,Female,Melbourne,40613.95,Active,Fashion,Low Fees,Single,Single
CUS0779,Customer 779,76,Female,Brisbane,1413.45,Passive,Travel,Low Fees,Family-Oriented,Frequent traveller
CUS0780,Customer 780,65,Non-binary,Sydney,13865.25,Passive,Sports,Convenience,Family-Oriented,Frequent traveller
CUS0781,Customer 781,59,Male,Adelaide,47356.89,Passive,Travel,Convenience,Single,High Networth Individuals
CUS0782,Customer 782,34,Male,Melbourne,14924.2,Active,Fashion,Convenience,Family-Oriented,High Networth Individuals
CUS0783,Customer 783,60,Female,Adelaide,32919.6,Passive,Music,Innovation,Business Owner,Young clients
CUS0784,Customer 784,56,Male,Perth,2445.33,Passive,Fashion,Innovation,Family-Oriented,Small business
CUS0785,Customer 785,62,Non-binary,Adelaide,44596.49,Active,Fashion,Innovation,Family-Oriented,High Networth Individuals
CUS0786,Customer 786,67,Female,Hobart,9509.97,Passive,Tech,Convenience,Student,Family
CUS0787,Customer 787,26,Non-binary,Perth,21913.21,Passive,Music,Customer Service,Retired,High Networth Individuals
